,corr_true,dataset,decline_slope,exp_slope,method,run,threshold
0,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.20,0.20
1,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.30,0.30
2,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.40,0.40
3,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.50,0.50
4,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.60,0.60
5,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.70,0.70
6,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.80,0.80
7,0.0,Any clues from the social setting?,,,word2vec,word2vec_0.90,0.90
8,0.0,Are they talking with anyone else there?,0.0,,word2vec,word2vec_0.20,0.20
9,0.766549734356,Are they talking with anyone else there?,-0.910402069429,-0.0283324604976,word2vec,word2vec_0.30,0.30
10,0.968946464325,Are they talking with anyone else there?,-1.79796127171,-0.0312311205574,word2vec,word2vec_0.40,0.40
11,0.938903160672,Are they talking with anyone else there?,-1.68866018857,-0.0218126785503,word2vec,word2vec_0.50,0.50
12,0.941430738329,Are they talking with anyone else there?,-4.55996706714,-0.0360386520981,word2vec,word2vec_0.60,0.60
13,0.737773934069,Are they talking with anyone else there?,-1.63161390771,-0.0113038556711,word2vec,word2vec_0.70,0.70
14,-0.0803276722958,Are they talking with anyone else there?,0.582740733143,0.00361524407861,word2vec,word2vec_0.80,0.80
15,-0.0803276722958,Are they talking with anyone else there?,0.582740733143,0.00361524407861,word2vec,word2vec_0.90,0.90
16,0.851087543027,Be the bad guy.,0.00496031739286,-0.00119370555559,word2vec,word2vec_0.20,0.20
17,0.7494154516,Be the bad guy.,-4.06816893429,-0.0845670538038,word2vec,word2vec_0.30,0.30
18,0.7494154516,Be the bad guy.,-4.06816893429,-0.0845670538038,word2vec,word2vec_0.40,0.40
19,0.746011573644,Be the bad guy.,-5.76247165536,-0.058410133814,word2vec,word2vec_0.50,0.50
20,0.610457813224,Be the bad guy.,-7.84013605464,-0.0491306618105,word2vec,word2vec_0.60,0.60
21,0.645005214266,Be the bad guy.,-5.57964852679,-0.0316712916033,word2vec,word2vec_0.70,0.70
22,0.876040463077,Be the bad guy.,-4.74702380893,-0.0258723153587,word2vec,word2vec_0.80,0.80
23,0.876040463077,Be the bad guy.,-4.74702380893,-0.0258723153587,word2vec,word2vec_0.90,0.90
24,-0.170753589212,Can you convince someone else to help you?,1.33674943414,0.0453065231378,word2vec,word2vec_0.20,0.20
25,0.773844033095,Can you convince someone else to help you?,-1.44997967886,-0.0202830472914,word2vec,word2vec_0.30,0.30
26,0.895021222772,Can you convince someone else to help you?,-2.84471939229,-0.0343775144358,word2vec,word2vec_0.40,0.40
27,0.438639372353,Can you convince someone else to help you?,0.554286761429,0.0054068416002,word2vec,word2vec_0.50,0.50
28,0.315034902346,Can you convince someone else to help you?,1.51236827143,0.0130564247368,word2vec,word2vec_0.60,0.60
29,0.380237204349,Can you convince someone else to help you?,1.40735996543,0.010260050177,word2vec,word2vec_0.70,0.70
30,0.363487019337,Can you convince someone else to help you?,1.07627847343,0.00703255566116,word2vec,word2vec_0.80,0.80
31,0.363487019337,Can you convince someone else to help you?,1.07627847343,0.00703255566116,word2vec,word2vec_0.90,0.90
32,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.20,0.20
33,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.30,0.30
34,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.40,0.40
35,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.50,0.50
36,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.60,0.60
37,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.70,0.70
38,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.80,0.80
39,0.0,Can you guess their name based on their style or appearance?,,,word2vec,word2vec_0.90,0.90
40,0.673923806427,Can you trick them into writing their name?,-0.982351009709,-0.0434104178783,word2vec,word2vec_0.20,0.20
