JnZAfzn6aGWvCyxsv,alarm clock,A32QJF67JMJFKX,1462238603690,restaurants,,alarm clock
zDswywT9LEJNu4YG6,can recharge your own smart phone,AGFWV1U4CJXP5,1462242873710,restaurants,,charging
cfLjFoeXWDyTgPGrx,"My idea is to use this fabric display to help poor people in countries that not have the resources, it will help a great deal to use this product in poor schools that live far away from technology, it will be great for teachers to be able to show images and videos to their students to help them to see about what they are learning.",A1FAQI6Q4WCS,1462245911480,restaurants,,charity
GjXwGqzAKoaTcxcHP,ability to signup for email newsletter,A11EOU75NFP39H,1462784627880,restaurants,,company
25Lmf3n9XXaaa7oHJ,Heat pad or cold pad for food,A23S3TBFRILU5H,1463631629460,restaurants,,enhance food
cSN9RY8tkabkD58XR,football,A32QJF67JMJFKX,1462238533180,restaurants,,football
tkBW8DeyTXe93YZxa,"places to visit locally, theatres, parks, attractions",A11EOU75NFP39H,1462784656970,restaurants,,local attractions
DxzJeywj9aepbx3zd,an interactive map for direction,A3FOKP72T5I4FR,1462288328650,restaurants,,map
KxeqZwKP2LLmjFEtm,Advertise specials,A23S3TBFRILU5H,1463631667030,restaurants,,menu
iEYi4MWWvjRQ3t2aE,Menu,A23S3TBFRILU5H,1463631501440,restaurants,,menu
nHTkWqkygX5PxC33x,create cloth menus with fully animated pictures of food,A2HNL20X0Q9BP0,1462786517400,restaurants,,menu
qvMTmCLMECRNEQX8o,Customize flavors or add ins.,AEKOPV99Z7L85,1463631600120,restaurants,,menu 
yLtvYpApe8FcJtd94,current ingredients that are in season and their corresponding dishes,A11EOU75NFP39H,1462784578190,restaurants,,about the food
3nXaBQaPThZLYEYBC,drink calories/food item calories,A11EOU75NFP39H,1462784524190,restaurants,,about the food
G9LwEEGENpJhxaHtM,informational videos about where wines were made,A11EOU75NFP39H,1462784535770,restaurants,,about the food
RYDxiRWNgfKfdXgXx,the interactive cocktail napkin. at the bar at the restaurant where i work there are many customers that have no idea what some of the ingredients are like St. Germain for example its an elder-flower liquor. many people have never heard of it before. if there was an interactive napkin they could see what all the liquors and liquor we have in house with a description and flavor profile. as well as an interactive wine list. i feel like this could cut back on some of the customers questions. it would be great if it gave a little history of prohibition and where some cocktails come from.,AS7WV8YWOEO55,1462238954730,restaurants,,about the food
H9yyhydDCEH879hfn,Advertise for business,A23S3TBFRILU5H,1463631550300,restaurants,,advertise
YeKBRJo76jsC2DE23,sandwich board ads,A32QJF67JMJFKX,1462238616550,restaurants,,advertisement
4wNhKFKk7iBvghsor,head bands promoting the restaurant,AS7WV8YWOEO55,1462238525620,restaurants,,advertisement
A3SeKXRaNEwhttjai,3d posters in movie theater,ABO9F0JD9NN54,1462287029300,restaurants,,advertisement/decoration
34DCfktTbHAmAG3wd,Give bill info,A23S3TBFRILU5H,1463631633130,restaurants,,billing
