4Mh2NPbgy2kDHBxkm,For showing off their work as they work on it,A129B5FAMFJNAT,1463633544020,visualArts
tha25TAM5cfpbvw3F,For use as a movie screen,A129B5FAMFJNAT,1463633577060,visualArts
NfEW4js22BNoTmvkf,For use as an interactive art platform,A129B5FAMFJNAT,1463633563290,visualArts
mgr6CdGCxbQxnkRxP,"I believe it could be really fun for the artist to be able to kind of set up ""pre-made"" pieces of art that they would generally draw; then people could come up to this piece of cloth at an exhibit that the person is holding and they could select a ""piece"" from the person's pre-set collection. Then once that item is selected they could place it on the canvas. Basically the artist would be able to show off a large array of smaller pieces of his art while also allowing an audience to interactively participate with the art. And if possible the artist could have the tablet or computer with the items nearby and if they were more of an electronic artist then if someone wanted them to create something on the spot they could. This could be a fun way for an up and coming artist to show off their skill on the spot, plus they could have a memorable piece of art that they could remember their event by which could be super awesome to have as a mosaic. And assuming that the image is save-able in some way then the artist could possibly print it out and even sell prints of the ""mosaic"" of his own art as a piece of memorabilia or even as a collectible. The artist could even allow the touch sensing to allow people to change colors of the pieces he's included, basically the artist could choose to have a large set of ""black and white"" images which the people could then select from, add to the canvas, and color in however they chose which could be a lot of fun for people especially with the new big push of adult coloring books. I believe that this is an interesting idea just because it could give a smaller artist a really fun way to connect with patrons at an art exhibit and possibly even show off their abilities by being able to possibly add art on request. The only issue that many might have with this is that they might feel it would detract from the work they actually want people to be paying attention to so this could possibly be a post- or pre- show event that people could participate in.",A129B5FAMFJNAT,1463634072620,visualArts
RKMiw59LeGiv9XSbn,They could use it for letting people interact with how they make their art. If someone touches a spot they have to draw whatever a person wants in that spot kind of idea.,A129B5FAMFJNAT,1463633621920,visualArts
mWizAJDdhBvQyvNzn,To be able to do work under water since it's water proof,A129B5FAMFJNAT,1463633676050,visualArts
RcY5kq5J6qS5kkWZp,To help teach others how to make art by using something large like a hung up sheet as they work on a smaller canvas,A129B5FAMFJNAT,1463633646520,visualArts
eAq2MpGNEbNXMuhz2,To replace the giant LED billboards with more handmade models that are more easily changed,A129B5FAMFJNAT,1463633694240,visualArts
cP5kxrPvjmG4pMFqz,"Videography showcase: The cloth may be used by videographers to display their reel on the go in an exciting way for prospective clients. Clients are used to traditional displays, so when coupled with a display like this, it presents a novel approach.",A1FHS282JP487T,1462243674330,visualArts
yeLhmP3xRSrYqXZjR,for blanket designers,A28N4YR1LYTKOC,1462792059920,visualArts
