qWA33SHHJ3vfvgfh2,display reviews,A38IKAJN1GUHB,1462238490100,restaurants,,website
CWM6CZeB3nRAxQmic,menu,A32QJF67JMJFKX,1462238497610,restaurants,,menu
25bPEXyhP5WM2bpqx,interactive cocktail napkins that give info about,AS7WV8YWOEO55,1462238503500,restaurants,,info
LqKtJWdGyx3o75W8n,use to pay your bill (touchscreen),ANZUE8VX5IMDO,1462238506230,restaurants,,billing
yCstBFxLPA83uCrEv,television display,A38IKAJN1GUHB,1462238523450,restaurants,,entertainment
jvHhNLjuiSXxPb7Pn,movies,A32QJF67JMJFKX,1462238531360,restaurants,,entertainment
PB35jzH3iNZJcCf7y,Specials,A38IKAJN1GUHB,1462238548750,restaurants,,menu
6XJGL9nwbwtmTDsDj,interactive place mats,AS7WV8YWOEO55,1462238549370,restaurants,,decoration
9gczFAu7cBD7KgLyC,waiter could use to announce specials,ANZUE8VX5IMDO,1462238552000,restaurants,,menu
u4aaBpqaqEBZsTCRk,Check,A38IKAJN1GUHB,1462238562180,restaurants,,billing
rGdGp2T7W7LGfpjpH,Use when needing waiter/waitress,A38IKAJN1GUHB,1462238597670,restaurants,,waiter
i8MP45Kjm7G4Z7mCT,TV screens at tables rather than on walls so customers can watch what they want,AS7WV8YWOEO55,1462238609330,restaurants,,entertainment
5Wk9aAiHDAhot3iY5,Give directions for bathroom,A38IKAJN1GUHB,1462238633680,restaurants,,map
H9tAypJ6uQoihG5JY,"The waiter could wear a shirt that would incorporate all the restaurant functions into one touch screen. You could order your meal, receive your bill and pay it all while simply touching the shirt. You could even pay the tip and leave comments or suggestions. This also simply be built into a tablecloth which would be even more convenient and practical. Each table would contain all the necessary functions available at your fingertips and incorporated into a beautifully designed tablecloth.",ANZUE8VX5IMDO,1462238960300,restaurants,,"menu; billing, waiter"
suSef2f83zkNqrxs4,"Use the technology as a way for the Chef to announce specials or desserts.
 
 The customer would be able to see and hear the Chef describe and prepare the dish. Dessert sales should go up just due to the process of seeing the dish prepared instead of only being asked by the sever at the end ""Save any room for dessert?""",A38IKAJN1GUHB,1462238988500,restaurants,,menu
q6sYeQb3iBeJkbEpc,It can be use to let someone see the status of their order.,A3MPHGI584PR1U,1462241644840,restaurants,,waiter
bBCnBfwDrkMEqn4T7,It can be used to let people interact at different tables.,A3MPHGI584PR1U,1462241692570,restaurants,,commuication
9zCLN6R2592bauo7Z,you could use this to make a list of the specials.,A3MPHGI584PR1U,1462241714770,restaurants,,menu
YKT83EuuHDjwMbs5K,"I think I would like to see an entertainment display that uses the fabric projection so that it can be used for a large scale display that everyone can see. The TV's in bars and restaurants can only be so big, and the fabric projection can make it so that the display in larger and more captivating.",A3MPHGI584PR1U,1462242085280,restaurants,,entertainment
4mQH37RizGW3KKKnX,menu with list of food items,AGFWV1U4CJXP5,1462242719480,restaurants,,menu
aFT6WvqteaWXAbMdy,history of the food,AGFWV1U4CJXP5,1462242730270,restaurants,,history
Bm7hwsmdYKuMtJfBh,menu with recipes linked to it,AGFWV1U4CJXP5,1462242737420,restaurants,,menu; website
Ra6mvDYNwZA2XQTes,different images of dish photographed by customers,AGFWV1U4CJXP5,1462242761100,restaurants,,menu
4QpCa7DWtoPX2Qmvh,can calculate tip or total of dinner,AGFWV1U4CJXP5,1462242778040,restaurants,,billing
AAW8xjLiuRot5J3dr,being able to ask for specific ingredients,AGFWV1U4CJXP5,1462242788350,restaurants,,menu
qYXSMKRkHvFvY9PcW,reading articles or social media while waiting for meal,AGFWV1U4CJXP5,1462242863450,restaurants,,current info
fBXBRHXpvd629wcfS,interactive tablecloth to keep kids occupied,A3FOKP72T5I4FR,1462288194870,restaurants,,kids
DxzJeywj9aepbx3zd,an interactive map for direction,A3FOKP72T5I4FR,1462288328650,restaurants,,map
9jjWPx7vDXXXsGxSu,used as a weather map in restaurants,A3FOKP72T5I4FR,1462288340300,restaurants,,current info
6dex9MfK46rFf7boK,Table cloth can display relevant ad or meal suggestion to raise revenue,A4E1UYPDHE8D8,1462288615340,restaurants,,menu
DrQRZxjZ2D9gCJ5ZN,Customers can place order directly at the table with the touch function,A4E1UYPDHE8D8,1462288649030,restaurants,,waiter
o7yCSWWR2y2WWW7KK,Some people have a hard time when they bring their kids to eat. It could be used as an interactive tablecloth that helps to keep the kids entertained and calm so that the whole family can enjoy a night out.,A3FOKP72T5I4FR,1462288689070,restaurants,,kids
SAfmENb63Anq8J6Tr,"Utilize the table cloth to its full potential by showing multimedia content that include ads, videos of food being prepare, and also meals suggestion. All of these content have to potential of increasing sales for the restaurant and also encourage customers to try out new dishes that they might not know of. For the ads the restaurant can sell ad space to certain selected partners like cookware maker, appliance makers, other restaurants not in direct competition, entertainment like movie theaters and local festivals. Customers could also order their food through an interactive menu right on the table cloth. This would eliminate the wait time and ensure the customers receive their food faster. If they have questions they could also call an waiter over or perhaps they can go through a list from the menu and find their answers. Once they placed their orders, it will show an estimate time and also a live cam of the food preparation.",A4E1UYPDHE8D8,1462289343500,restaurants,,"menu, cooks, "
kwXChuyWt6aZd6n9H,bartender could display drink ideas,A13XNKKN2LI6DF,1462291518070,restaurants,,menu
ugNZpTbnAajNujxFn,kids could wear it and make fun dresigns to keep busy,A13XNKKN2LI6DF,1462291651770,restaurants,,kids
zadHF5PqAwk32DkM9,"It could display a television or computer monitor which patrons could lay across the table of seat and watch or interact with.
 It could be to display the menu, or games, or a bingo board if the bar play bar bingo. It could also be a person tv monitor so you could watch a sporting event at your table.",A13XNKKN2LI6DF,1462292005510,restaurants,,entertainment
sjdGm9GKvQqJGaKyR,happy hour specials,A11EOU75NFP39H,1462784506850,restaurants,,menu
nr4yvidnxw2EAzRWx,the history of certain food items and their origins,A11EOU75NFP39H,1462784548720,restaurants,,history
PkKsqCXQFQb79kF7i,the next weeks deals,A11EOU75NFP39H,1462784611850,restaurants,,menu
EtMrMvS4Ey3XwBsye,the website of the restaurant,A11EOU75NFP39H,1462784634960,restaurants,,website
tkBW8DeyTXe93YZxa,"places to visit locally, theatres, parks, attractions",A11EOU75NFP39H,1462784656970,restaurants,,local attractions
ZwoHzsjDwD2zyPRDd,Simple games that could be played at the table on a napkin while the guest waits for their order,AW93XM2IGP2NY,1462784690820,restaurants,,entertainment
Wt49qphmnoEHfeNvE,"an interactive guide that is based off the website/menu of the restaurant. from there you can view the history of the restaurant. you can view an interactive menu, with drinks and food. within that menu you can view when wines were made, watch a video of the vineyard they are from, you can see recommendations of mixed drinks from your preferred liqour, you can view calories and or origins of these drinks, you can order expensive aged liqour and videos of the process of making it. for the menu you can login and view past purchases, recommendations. what is in season, what calories/nutrition info, also videos on where the dish was from. you can also take a video tour of the places the food is inspired from. also sign up for newsletters and have local attractions for after you eat... dance clubs, carriage rides, beaches, theatres, theme parks, attractions for tourists not familiar with the area.",A11EOU75NFP39H,1462785101280,restaurants,,history
mNEWEXssNCQesFSHe,"The device could be affixed to the table. When the server takes the guest order they could afterwards lay a clean napkin down on the table and clip it in.
 
  A interface displays a choice of a few quick and simple games that could be played along with a few other options. Maybe history of the restaurant or area that the guest could read. 
 
  This could be expanded into a points program. Where the games could get the guest points that go to a loyalty card and can be used to get prizes like a free appetizer for example.",AW93XM2IGP2NY,1462785230640,restaurants,,entertainment; billing
SiSPazSwbcBzsict2,display games on tablecloth,A2HNL20X0Q9BP0,1462786389550,restaurants,,entertainment
TFGKQzZTrMWjoEode,attach to napkins and show entertainment,A2HNL20X0Q9BP0,1462786433220,restaurants,,entertainment
J6GXxB3LmbPbWybLq,attach to tablecloth and show decorative affects and announcements,A2HNL20X0Q9BP0,1462786462250,restaurants,,current info
nHTkWqkygX5PxC33x,create cloth menus with fully animated pictures of food,A2HNL20X0Q9BP0,1462786517400,restaurants,,menu
