Super_Word,Value
essay,set([u'essay'])
,set([''])
concept,set(['concept'])
forget,set(['forget'])
themed,set(['themed'])
dance,set(['dance'])
copy,set(['copy'])
dresigns,set(['dresigns'])
desserts,set(['desserts'])
dish,set(['dish'])
loyalty,set(['loyalty'])
saved,set(['saved'])
children,set(['children'])
recharge,set(['recharge'])
whose,set(['whose'])
calculate,set(['calculate'])
tv,set(['tv'])
send,set(['send'])
germain,set(['germain'])
program,set(['program'])
promoting,set(['promoting'])
include,set(['include'])
resources,set(['resources'])
ingredient,set([u'ingredient'])
far,set(['far'])
cheap,set(['cheap'])
choice,set(['choice'])
cook,set([u'cook'])
affect,set([u'affect'])
festuve,set(['festuve'])
cool,set(['cool'])
entire,set(['entire'])
school,set([u'school'])
prize,set([u'prize'])
photographed,set(['photographed'])
button,set(['button'])
list,set(['list'])
applicable,set(['applicable'])
large,set(['large'])
item,set([u'item'])
team,set(['team'])
quick,set(['quick'])
enhance,set(['enhance'])
clothes,set(['clothes'])
enjoy,set(['enjoy'])
smaller,set(['smaller'])
direct,set(['direct'])
sign,set(['sign'])
chef,set(['chef'])
go,set(['go'])
invention,set(['invention'])
video,set(['video'])
placemats,set(['placemats'])
further,set(['further'])
makers,set(['makers'])
drinks,set(['drinks'])
even,set(['even'])
power,set(['power'])
clock,set(['clock'])
selected,set(['selected'])
current,set(['current'])
waiting,set(['waiting'])
version,set(['version'])
flowing,set(['flowing'])
new,set(['new'])
increasing,set(['increasing'])
3d,set(['3d'])
full,set(['full'])
never,set(['never'])
answers,set(['answers'])
water,set(['water'])
explore,set(['explore'])
coloring,set(['coloring'])
let,set(['let'])
free,set(['free'])
others,set(['others'])
represented,set(['represented'])
towncity,set(['towncity'])
along,set(['along'])
teacher,set([u'teacher'])
change,set([u'change'])
wait,set(['wait'])
great,set(['great'])
receive,set(['receive'])
inspired,set(['inspired'])
larger,set(['larger'])
allows,set(['allows'])
host,set(['host'])
experience,set(['experience'])
advertising,set(['advertising'])
suggestion,set(['suggestion'])
social,set(['social'])
options,set(['options'])
love,set(['love'])
projection,set(['projection'])
family,set(['family'])
extra,set(['extra'])
deals,set(['deals'])
private,set(['private'])
replace,set(['replace'])
put,set(['put'])
festivals,set(['festivals'])
total,set(['total'])
from,set(['from'])
visit,set(['visit'])
two,set(['two'])
next,set(['next'])
vineyard,set(['vineyard'])
live,set(['live'])
call,set(['call'])
calm,set(['calm'])
crab,set(['crab'])
strike,set(['strike'])
preview,set([u'preview'])
type,set(['type'])
today,set(['today'])
aware,set(['aware'])
phone,set(['phone'])
flag,set([u'flag'])
cookware,set(['cookware'])
adult,set([u'adult'])
customer,set([u'customer'])
account,set(['account'])
bartender,set(['bartender'])
room,set(['room'])
hour,set(['hour'])
work,set(['work'])
entertained,set(['entertained'])
remain,set(['remain'])
sent,set(['sent'])
cam,set(['cam'])
of,set(['of'])
making,set(['making'])
example,set(['example'])
