Super_Word,Value
,set([''])
incorporate,"set(['incorporate', 'incorporated'])"
selected,"set(['selected', 'choose'])"
themed,"set(['provide', 'themed'])"
dance,"set(['dance', 'art'])"
recipe,set([u'recipe'])
bring,set(['bring'])
go,set(['go'])
appetizersetc,set(['appetizersetc'])
find,set(['find'])
coloring,set(['coloring'])
based,set(['based'])
calculate,set(['calculate'])
menu,"set(['menu', 'menus'])"
young,set(['young'])
theme,set(['theme'])
announce,"set(['announce', 'advertise'])"
local,set(['local'])
sent,set(['sent'])
eliminate,set(['eliminate'])
plate,set([u'plate'])
touchscreen,set(['touchscreen'])
get,set(['get'])
familiar,set(['familiar'])
watch,set(['watch'])
preferred,set(['preferred'])
choice,set(['choice'])
puzzles,set(['puzzles'])
affect,set([u'affect'])
trouble,set(['trouble'])
cool,set(['cool'])
entire,set(['entire'])
increasing,set(['increasing'])
prize,set([u'prize'])
customizable,set(['customizable'])
list,set(['list'])
remove,set(['remove'])
leave,set(['leave'])
item,"set([u'item', 'part'])"
contain,"set(['perhaps', 'contain', 'included', 'new', 'include', 'happy'])"
quick,set(['quick'])
grab,set(['grab'])
clothes,set(['clothes'])
enjoy,set(['enjoy'])
set,set(['set'])
direct,set(['direct'])
seat,set(['seat'])
chef,set(['chef'])
dish,set(['dish'])
see,set(['see'])
computer,"set(['website', 'computer'])"
video,set([u'video'])
placemats,set(['placemats'])
page,set([u'page'])
even,set(['even'])
websitemenu,set(['websitemenu'])
movie,set([u'movie'])
review,set([u'review'])
multimedia,set(['multimedia'])
carriage,set(['carriage'])
paying,set(['paying'])
waiting,set(['waiting'])
flowing,set(['flowing'])
reading,set(['reading'])
available,set(['available'])
full,set(['full'])
web,set(['web'])
screen,set([u'screen'])
answers,set(['answers'])
water,set(['water'])
seafood,set(['seafood'])
explore,set(['explore'])
let,set(['let'])
wear,set(['wear'])
interface,set(['interface'])
article,set([u'article'])
along,set(['along'])
quite,set(['quite'])
come,set(['come'])
change,set(['change'])
wait,set(['wait'])
