Super_Word,Value
,set([''])
incorporate,set(['incorporate'])
shot,set(['shot'])
forget,set(['forget'])
show,set(['show'])
dance,set(['dance'])
copy,set(['copy'])
dresigns,set(['dresigns'])
recipe,set([u'recipe'])
country,set([u'country'])
bring,set(['bring'])
team,set(['team'])
dish,set(['dish'])
appetizersetc,set(['appetizersetc'])
find,set(['find'])
staff,set(['staff'])
whose,set(['whose'])
coloring,set(['coloring'])
based,set(['based'])
calculate,set(['calculate'])
heat,set(['heat'])
tv,"set(['tv', 'television'])"
menu,"set(['menu', 'menus'])"
themed,set(['themed'])
outside,set(['outside'])
send,set(['send'])
theme,set(['theme'])
program,set(['program'])
promoting,set(['promoting'])
pretty,set(['pretty'])
photo,set(['photo'])
weather,set(['weather'])
announce,set(['announce'])
include,set(['include'])
local,set(['local'])
sent,set(['sent'])
eliminate,set(['eliminate'])
pens,set(['pens'])
busy,set(['busy'])
touchscreen,set(['touchscreen'])
recharge,set(['recharge'])
get,set(['get'])
linked,set(['linked'])
familiar,set(['familiar'])
blur,set(['blur'])
watch,set(['watch'])
prohibition,set(['prohibition'])
appetizer,set(['appetizer'])
preparing,set(['preparing'])
cook,set([u'cook'])
affect,set([u'affect'])
festuve,set(['festuve'])
look,set(['look'])
entire,set(['entire'])
school,set([u'school'])
reading,set(['reading'])
bar,set(['bar'])
prize,set([u'prize'])
photographed,set(['photographed'])
message,set(['message'])
button,set(['button'])
passing,set(['passing'])
list,set(['list'])
applicable,set(['applicable'])
sandwich,set(['sandwich'])
email,set(['email'])
specials,set(['specials'])
item,set([u'item'])
math,set(['math'])
recommendations,set(['recommendations'])
quick,set(['quick'])
enhance,set(['enhance'])
grab,set(['grab'])
view,set(['view'])
enjoy,set(['enjoy'])
bars,set(['bars'])
set,set(['set'])
art,set(['art'])
bunch,set(['bunch'])
inevitably,set(['inevitably'])
tree,set([u'tree'])
liquor,"set(['liquor', 'seafood', 'drinks'])"
researpapers,set(['researpapers'])
direct,set(['direct'])
around,set(['around'])
seat,set(['seat'])
chef,set(['chef'])
go,set(['go'])
see,set(['see'])
computer,set(['computer'])
video,set([u'video'])
placemats,set(['placemats'])
further,set(['further'])
sport,set([u'sport'])
makers,set(['makers'])
best,set(['best'])
even,set(['even'])
websitemenu,set(['websitemenu'])
clock,set(['clock'])
movie,set([u'movie'])
review,set([u'review'])
selected,set(['selected'])
idle,set([u'idle'])
children,set(['children'])
current,set(['current'])
wouldnt,set(['wouldnt'])
waiting,set(['waiting'])
version,set(['version'])
flowing,set(['flowing'])
without,set(['without'])
new,set(['new'])
juggle,set(['juggle'])
increasing,set(['increasing'])
across,set(['across'])
3d,set(['3d'])
available,set(['available'])
full,set(['full'])
invention,set(['invention'])
ability,set(['ability'])
essay,set([u'essay'])
tables,set(['tables'])
screen,set([u'screen'])
never,set(['never'])
answers,set(['answers'])
water,set(['water'])
explore,set(['explore'])
add,set(['add'])
let,set(['let'])
possibility,set([u'possibility'])
key,set(['key'])
situation,set(['situation'])
interface,set(['interface'])
news,set(['news'])
along,set(['along'])
come,set(['come'])
teacher,set([u'teacher'])
change,set([u'change'])
monitor,set(['monitor'])
great,set(['great'])
store,set(['store'])
tablet,set([u'tablet'])
restaurant,set(['restaurant'])
receive,set(['receive'])
many,set(['many'])
inspired,set(['inspired'])
changed,set(['changed'])
allows,set(['allows'])
space,set(['space'])
experience,set(['experience'])
example,set(['example'])
host,set(['host'])
etc,set(['etc'])
tour,set(['tour'])
games,"set([u'game', 'games'])"
advertising,set(['advertising'])
suggestion,set(['suggestion'])
social,set(['social'])
mime,set(['mime'])
login,set(['login'])
whole,set(['whole'])
maker,set(['maker'])
wear,set(['wear'])
comment,set([u'comment'])
live,set(['live'])
relevant,set(['relevant'])
love,set(['love'])
afterwards,set(['afterwards'])
family,set(['family'])
extra,set(['extra'])
simple,set(['simple'])
highlight,set(['highlight'])
others,set(['others'])
sign,set(['sign'])
waiterwaitress,set(['waiterwaitress'])
whatever,set(['whatever'])
replace,set(['replace'])
satisfaction,set(['satisfaction'])
represented,set(['represented'])
simply,set(['simply'])
called,set(['called'])
learning,set(['learning'])
towncity,set(['towncity'])
table,set([u'table'])
festivals,set(['festivals'])
total,set(['total'])
expensive,set(['expensive'])
bingo,set(['bingo'])
better,set(['better'])
bathroom,set(['bathroom'])
from,set(['from'])
raise,set(['raise'])
platform,set(['platform'])
addition,set(['addition'])
caloriesfood,set(['caloriesfood'])
create,set(['create'])
card,set(['card'])
readable,set(['readable'])
germain,set(['germain'])
next,set(['next'])
vineyard,set(['vineyard'])
proprietor,set([u'proprietor'])
going,set(['going'])
music,set(['music'])
beaches,set(['beaches'])
crab,set(['crab'])
toss,set(['toss'])
strike,set(['strike'])
curtain,set(['curtain'])
rock,set([u'rock'])
wait,set(['wait'])
type,set(['type'])
today,set(['today'])
choose,set(['choose'])
website,set(['website'])
direction,set(['direction'])
describe,set(['describe'])
corresponding,set(['corresponding'])
designed,set(['designed'])
affixed,set(['affixed'])
aware,set(['aware'])
phone,set(['phone'])
visual,set(['visual'])
cookware,set(['cookware'])
adult,set([u'adult'])
child,set([u'child'])
spin,set(['spin'])
bill,set(['bill'])
present,set(['present'])
customer,set([u'customer'])
itsel,set(['itsel'])
account,set(['account'])
bartender,set(['bartender'])
room,set(['room'])
hour,set(['hour'])
ifwhen,set(['ifwhen'])
leave,set(['leave'])
work,set(['work'])
animates,set(['animates'])
request,set(['request'])
entertained,set(['entertained'])
air,set(['air'])
remain,set(['remain'])
tag,set([u'tag'])
neat,set(['neat'])
resources,set(['resources'])
cam,set(['cam'])
