Super_Word,Value
,set([''])
incorporate,"set(['incorporate', 'incorporated'])"
selected,"set(['selected', 'choose'])"
shot,set(['shot'])
limited,set(['limited'])
dance,"set(['dance', 'art'])"
recipe,set([u'recipe'])
bring,set(['bring'])
dish,set(['dish'])
saved,set(['saved'])
find,set(['find'])
cartoon,set([u'cartoon'])
recharge,set(['recharge'])
whose,set(['whose'])
believe,set(['believe'])
based,set(['based'])
calculate,set(['calculate'])
menu,"set(['menu', 'menus'])"
description,set(['description'])
themed,set(['themed'])
waiting,set(['waiting'])
send,set(['send'])
germain,set(['germain'])
going,set(['going'])
promoting,"set(['proper', 'further', 'encourage', 'promoting', 'readable'])"
pretty,set(['pretty'])
announce,"set(['announce', 'advertise'])"
local,set(['local'])
resources,"set(['resources', 'keep'])"
ingredient,set([u'ingredient'])
plate,set([u'plate'])
touchscreen,set(['touchscreen'])
get,set(['get'])
far,set(['far'])
dessert,"set(['dessert', 'appetizer', 'desserts'])"
flowing,set(['flowing'])
watch,set(['watch'])
prohibition,set(['prohibition'])
wave,set(['wave'])
affect,set([u'affect'])
festuve,set(['festuve'])
cool,set(['cool'])
entire,set(['entire'])
school,"set([u'school', 'tech'])"
increasing,set(['increasing'])
bar,"set(['bar', 'room', 'kitchen'])"
prize,set([u'prize'])
introduced,set(['introduced'])
button,set(['button'])
list,set(['list'])
applicable,set(['applicable'])
large,set(['large'])
item,"set([u'item', u'part'])"
team,set(['team'])
quick,set(['quick'])
enhance,set(['enhance'])
grab,set(['grab'])
blur,set(['blur'])
clothes,"set(['clothing', 'clothes'])"
enjoy,set(['enjoy'])
bars,set(['bars'])
bill,set(['bill'])
inevitably,set(['inevitably'])
tree,set([u'tree'])
liquor,set(['liquor'])
researpapers,set(['researpapers'])
seat,set(['seat'])
chef,"set(['chef', u'cook', 'draftsman'])"
go,set(['go'])
see,set(['see'])
computer,"set(['website', 'computer'])"
video,set(['video'])
bed,set(['bed'])
close,set(['close'])
sport,set([u'sport'])
cold,set(['cold'])
