Super_Word,Value
,set([''])
websitemenu,set(['websitemenu'])
waiterwaitress,set(['waiterwaitress'])
locally,set(['locally'])
ad,set([u'ad'])
give,"set(['enjoy', 'seeing', 'fix', 'help', 'give', 'feel', 'toss', 'lay', 'find', 'choose', 'replace', 'stop', 'heard', 'you', 'want', 'go', 'take', 'advertise', 'keep', 'saved', 'check', 'forget', 'sell', 'try', 'cut', 'raise', 'prepare', 'pay', 'make', 'offer', 'visit', 'live', 'send', 'eat', 'write', 'waiting', 'going', 'call', 'calm', 'announce', 'juggle', 'save', 'gave', 'draw', 'repeat', 'get', 'read', 'hang', 'watch', 'wish', 'break', 'hear', 'wear', 'become', 'put', 'come', 'realize', 'remember', 'throw', 'communicate', 'fit', 'encourage', 'bring', 'receive', 'maybe', 'needing', 'ask', 'wait', 'think', 'leave', 'look', 'remain', 'stand', 'allow', 'pick', 'making', 'asked', 'know'])"
youtube,set(['youtube'])
head,"set(['head', 'arrives', 'shot', 'target', 'top', 'face', 'left', 'strike', u'crash', 'passing', 'seat', 'spin', 'empty', 'staff'])"
one,"set([u'week', 'hour', 'two', 'one', 'finished', 'year', 'aged'])"
doesnt,set(['doesnt'])
itsel,set(['itsel'])
something,"set([u'comment', 'everyone', 'directly', 'deal', u'point', 'process', 'option', 'idea', 'whatever', 'sign', 'product', 'right', 'simply', 'something', 'learning', 'turn', 'quite', 'really', 'even', 'practice', 'person', 'perhaps', 'constantly', 'question', 'system', 'ideal', 'without', 'too', 'way', 'instead', u'function', u'direction', 'someone', u'activity', 'power', 'that', 'never', 'problems', u'possibility', 'it', 'step', 'them', u'plan', 'satisfaction', 'choice', u'change', 'easily', 'account', 'concept', 'fully', 'clear', 'work', 'wrong', 'experience', u'thing', 'contact', 'either', 'suggestion', 'time', 'situation', 'fact', 'view'])"
researpapers,set(['researpapers'])
home,"set(['again', 'within', 'from', 'around', 'entire', 'away', 'end', 'upon', 'back', 'up', 'next', 'outside', 'place', 'in', 'home', 'out', 'across', 'before'])"
