Super_Word,Value
,set([''])
incorporate,"set(['incorporate', 'create', 'utilize', 'encourage', 'ensure', 'eliminate', u'affect', 'enhance'])"
antisocial,set(['antisocial'])
shot,set(['shot'])
show,set(['show'])
dance,"set(['dance', 'music'])"
child,"set(['children', u'child'])"
recipe,set([u'recipe'])
go,set(['go'])
saved,set(['saved'])
staff,set(['staff'])
whose,set(['whose'])
busy,set(['busy'])
based,set(['based'])
calculate,set(['calculate'])
menu,"set(['menu', 'menus'])"
description,set(['description'])
calorie,set([u'calorie'])
outing,set([u'outing'])
waiting,"set(['ready', 'waiting'])"
germain,set(['germain'])
going,set(['going'])
promoting,set(['promoting'])
pretty,set(['pretty'])
photo,set(['photo'])
announce,set(['announce'])
set,set(['set'])
include,set(['include'])
local,set(['local'])
resources,set(['resources'])
ingredient,set([u'ingredient'])
plate,set([u'plate'])
touchscreen,set(['touchscreen'])
without,set(['without'])
linked,set(['linked'])
cheap,set(['cheap'])
rock,set([u'rock'])
watch,set(['watch'])
prohibition,set(['prohibition'])
appetizer,set(['appetizer'])
preparing,set(['preparing'])
cook,set([u'cook'])
festuve,set(['festuve'])
cool,"set(['cooler', 'warmer', 'cool'])"
entire,set(['entire'])
school,set([u'school'])
increasing,set(['increasing'])
bar,set(['bar'])
prize,set([u'prize'])
introduced,set(['introduced'])
researpapers,set(['researpapers'])
button,"set(['button', 'pad', u'window', 'flip'])"
list,set(['list'])
applicable,set(['applicable'])
email,"set(['interface', 'login', 'email'])"
try,"set(['try', 'choose'])"
item,set([u'item'])
team,set(['team'])
quick,set(['quick'])
grab,set(['grab'])
blur,set(['blur'])
clothes,"set(['paint', 'pots', 'clothes'])"
enjoy,"set(['enjoy', 'offer'])"
bars,"set(['bars', 'clubs'])"
bill,set(['bill'])
art,set(['art'])
thwarting,set(['thwarting'])
tree,set([u'tree'])
liquor,"set(['desserts', 'dessert', 'liquor', 'cloth', 'beer', u'beverage', 'dish', 'pizza', 'clothing', 'seafood', 'drinks'])"
proprietor,set([u'proprietor'])
direct,set(['direct'])
arrives,set(['arrives'])
seat,set(['seat'])
chef,set(['chef'])
see,set(['see'])
computer,set(['computer'])
video,"set(['audio', 'video', 'clip'])"
bed,set(['bed'])
close,set(['close'])
news,set(['news'])
sport,set([u'sport'])
makers,set(['makers'])
best,set(['best'])
youtube,set(['youtube'])
even,set(['even'])
websitemenu,set(['websitemenu'])
clock,set(['clock'])
movie,set([u'movie'])
review,set([u'review'])
selected,set(['selected'])
recommendation,set([u'recommendation'])
idle,set([u'idle'])
current,set(['current'])
outside,set(['outside'])
version,set(['version'])
flowing,set(['flowing'])
new,set(['new'])
juggle,set(['juggle'])
reading,set(['reading'])
across,set(['across'])
3d,set(['3d'])
available,set(['available'])
program,set(['program'])
full,set(['full'])
invention,set(['invention'])
ability,set(['ability'])
essay,set([u'essay'])
announcement,set([u'announcement'])
business,set(['business'])
screen,set([u'screen'])
never,set(['never'])
drawing,set(['drawing'])
water,"set(['water', 'heat'])"
explore,set(['explore'])
coloring,set(['coloring'])
let,set(['let'])
wear,set(['wear'])
key,set(['key'])
making,set(['making'])
represented,set(['represented'])
pens,set(['pens'])
along,set(['along'])
quite,set(['quite'])
come,set(['come'])
change,set([u'change'])
wait,set(['wait'])
great,set(['great'])
animated,"set(['animated', u'cartoon'])"
tablet,set([u'tablet'])
restaurant,"set(['kitchen', 'restaurant'])"
receive,set(['receive'])
country,set([u'country'])
inspired,set(['inspired'])
larger,"set(['larger', 'smaller'])"
allows,set(['allows'])
step,set(['step'])
experience,set(['experience'])
called,set(['called'])
etc,set(['etc'])
tour,set(['tour'])
games,"set([u'game', 'games'])"
advertising,set(['advertising'])
suggestion,set(['suggestion'])
pick,"set(['beat', 'throw', 'pick'])"
passing,set(['passing'])
whole,set(['whole'])
maker,set(['maker'])
comment,set([u'comment'])
relevant,set(['relevant'])
love,set(['love'])
projection,set(['projection'])
family,set(['family'])
point,set([u'point'])
wall,set([u'wall'])
others,set(['others'])
sign,set(['sign'])
liqour,set(['liqour'])
private,set(['private'])
replace,set(['replace'])
satisfaction,set(['satisfaction'])
simply,set(['simply'])
cold,set(['cold'])
learning,set(['learning'])
article,set([u'article'])
table,set([u'table'])
festivals,"set(['festivals', 'holidays'])"
total,set(['total'])
expensive,set(['expensive'])
passive,set(['passive'])
bathroom,set(['bathroom'])
from,set(['from'])
platform,set(['platform'])
addition,set(['addition'])
locally,set(['locally'])
visit,set(['visit'])
due,set(['due'])
next,set(['next'])
vineyard,set(['vineyard'])
live,set(['live'])
options,set(['options'])
call,set(['call'])
calm,set(['calm'])
familiar,set(['familiar'])
draftsman,set(['draftsman'])
strike,set(['strike'])
curtain,set(['curtain'])
preview,set([u'preview'])
meeting,set([u'meeting'])
today,set(['today'])
direction,set([u'direction'])
modern,set(['modern'])
corresponding,set(['corresponding'])
affixed,set(['affixed'])
it,set(['it'])
phone,set(['phone'])
flag,set([u'flag'])
cookware,"set(['bingo', 'cookware'])"
adult,set([u'adult'])
dresigns,set(['dresigns'])
ins,set(['ins'])
spin,set(['spin'])
present,set(['present'])
customer,"set([u'customer', 'customers'])"
account,set(['account'])
bartender,set(['bartender'])
room,set(['room'])
hour,"set([u'week', 'hour'])"
ifwhen,set(['ifwhen'])
leave,set(['leave'])
past,set(['past'])
work,set(['work'])
animates,set(['animates'])
entertained,set(['entertained'])
air,set(['air'])
recommendations,set(['recommendations'])
waiter,set(['waiter'])
remain,set(['remain'])
fingertip,set([u'fingertip'])
neat,set(['neat'])
sent,set(['sent'])
cam,set(['cam'])
many,set(['many'])
fun,set(['fun'])
situation,set(['situation'])
photographed,set(['photographed'])
example,set(['example'])
history,set(['history'])
decorative,set(['decorative'])
purchases,set(['purchases'])
changed,set(['changed'])
approximate,set(['approximate'])
patron,set([u'patron'])
give,"set(['draw', 'get', 'make', 'give', 'keep', 'bring'])"
process,set(['process'])
in,set(['in'])
suggestions,set(['suggestions'])
intractable,set(['intractable'])
surface,set(['surface'])
heard,set(['heard'])
tag,set([u'tag'])
im,set(['im'])
something,"set(['wrong', 'something', 'really'])"
want,"set(['wish', 'want'])"
beautifully,set(['beautifully'])
partner,set([u'partner'])
wave,set(['wave'])
activity,set([u'activity'])
technology,"set(['electronics', 'technology'])"
wihere,set(['wihere'])
sever,set(['sever'])
around,set(['around'])
behindthescenes,set(['behindthescenes'])
different,set(['different'])
aged,set(['aged'])
end,set(['end'])
shirt,set(['shirt'])
turn,set(['turn'])
rather,set(['rather'])
pay,"set(['sell', 'pay', 'raise'])"
island,set(['island'])
feature,set([u'feature'])
check,set(['check'])
write,"set(['write', 'read'])"
far,set(['far'])
poetic,set(['poetic'])
auto,set(['auto'])
instead,set(['instead'])
reminder,set(['reminder'])
events,set(['events'])
stand,set(['stand'])
status,set(['status'])
map,set(['map'])
product,set(['product'])
sandwich,"set(['turtle', 'sandwich', 'crab'])"
mat,set([u'mat'])
cocktail,set(['cocktail'])
information,set(['information'])
stop,set(['stop'])
social,set(['social'])
hang,set(['hang'])
decor,set(['decor'])
timed,set(['timed'])
catalog,set(['catalog'])
lot,set(['lot'])
lay,set(['lay'])
student,"set([u'teacher', u'student'])"
changing,set(['changing'])
elderflower,set(['elderflower'])
choice,set(['choice'])
repeat,set(['repeat'])
kid,"set([u'clown', u'kid'])"
short,set(['short'])
theater,set(['theater'])
maybe,set(['maybe'])
sp,set(['sp'])
well,set(['well'])
asked,set(['asked'])
deserted,set(['deserted'])
perhaps,set(['perhaps'])
contact,set(['contact'])
solve,"set(['fix', 'solve'])"
allow,set(['allow'])
allergies,set(['allergies'])
theatres,set(['theatres'])
model,set(['model'])
order,set(['order'])
wine,set(['wine'])
world,set(['world'])
theme,set(['theme'])
played,set(['played'])
help,set(['help'])
able,set(['able'])
sporting,set(['sporting'])
displayed,set(['displayed'])
characteristic,set(['characteristic'])
paper,set(['paper'])
thanks,set(['thanks'])
questions,"set(['answers', 'questions'])"
using,set(['using'])
touch,"set(['touch', 'touching', 'eye'])"
flavor,set(['flavor'])
mixup,set(['mixup'])
before,set(['before'])
tables,set(['tables'])
cut,set(['cut'])
group,set(['group'])
monitor,set(['monitor'])
fit,set(['fit'])
dining,set(['dining'])
personal,set(['personal'])
extra,set(['extra'])
seems,set(['seems'])
panflets,set(['panflets'])
better,"set(['better', 'faster'])"
attraction,set([u'attraction'])
add,set(['add'])
book,"set(['book', 'books'])"
board,set(['board'])
save,"set(['save', 'send'])"
might,set(['might'])
smart,set(['smart'])
gave,set(['gave'])
real,set(['real'])
them,set(['them'])
someone,"set(['someone', 'everyone'])"
crash,set([u'crash'])
captivating,set(['captivating'])
animate,set(['animate'])
food,set(['food'])
big,set(['big'])
showing,set(['showing'])
practice,set(['practice'])
preferred,set(['preferred'])
break,set(['break'])
band,set([u'band'])
whatever,set(['whatever'])
desk,set([u'desk'])
ninja,set(['ninja'])
realize,set(['realize'])
color,set(['color'])
