Super_Word,Value
essay,set([u'essay'])
incorporate,"set(['incorporate', 'incorporated'])"
multimedia,set(['multimedia'])
shot,set(['shot'])
,set([''])
show,"set(['entertainment', 'show'])"
dance,"set(['dance', 'art'])"
recipe,set([u'recipe'])
bring,set(['bring'])
dish,set(['dish'])
saved,set(['saved'])
find,set(['find'])
recharge,set(['recharge'])
whose,set(['whose'])
busy,"set(['busy', 'occupied'])"
based,set(['based'])
calculate,set(['calculate'])
menu,"set(['menu', 'menus'])"
calorie,set([u'calorie'])
simple,set(['simple'])
outside,set(['outside'])
send,set(['send'])
germain,set(['germain'])
going,set(['going'])
promoting,"set(['proper', 'further', 'encourage', 'promoting', 'readable'])"
pretty,set(['pretty'])
announce,"set(['announce', 'advertise'])"
local,set(['local'])
sent,set(['sent'])
ingredient,set([u'ingredient'])
plate,set([u'plate'])
touchscreen,set(['touchscreen'])
get,set(['get'])
beat,set(['beat'])
cheap,set(['cheap'])
flowing,set(['flowing'])
watch,set(['watch'])
prohibition,set(['prohibition'])
wave,set(['wave'])
cook,"set([u'cook', 'chef', 'draftsman'])"
affect,set([u'affect'])
festuve,set(['festuve'])
cool,set(['cool'])
entire,set(['entire'])
school,"set([u'school', 'tech'])"
reading,set(['reading'])
bar,"set(['bar', 'room'])"
prize,set([u'prize'])
introduced,set(['introduced'])
button,set(['button'])
list,set(['list'])
applicable,set(['applicable'])
large,set(['large'])
item,"set([u'item', u'part'])"
recommendation,"set(['recommendations', u'recommendation'])"
team,set(['team'])
quick,set(['quick'])
enhance,set(['enhance'])
grab,set(['grab'])
clothes,"set(['clothing', 'clothes'])"
bars,set(['bars'])
smaller,set(['smaller'])
thwarting,set(['thwarting'])
tree,set([u'tree'])
liquor,set(['liquor'])
proprietor,set([u'proprietor'])
seat,set(['seat'])
go,set(['go'])
see,set(['see'])
invention,set(['invention'])
video,set(['video'])
bed,set(['bed'])
close,set(['close'])
drawing,set(['drawing'])
flavor,set(['flavor'])
best,"set(['preparation', 'work', 'process', 'support', 'practice', 'events', 'try', u'sport', 'event', 'best'])"
even,set(['even'])
websitemenu,set(['websitemenu'])
clock,set(['clock'])
appetizersetc,set(['appetizersetc'])
review,set([u'review'])
selected,"set(['selected', 'choose'])"
area,set(['area'])
idle,set([u'idle'])
current,set(['current'])
waiting,set(['waiting'])
version,set(['version'])
blur,set(['blur'])
juggle,set(['juggle'])
increasing,set(['increasing'])
email,set(['email'])
3d,"set([u'movie', '3d'])"
available,set(['available'])
full,set(['full'])
ability,set(['ability'])
business,set(['business'])
screen,"set(['platform', 'screen', 'surface'])"
never,set(['never'])
water,set(['water'])
seafood,set(['seafood'])
explore,set(['explore'])
coloring,set(['coloring'])
let,set(['let'])
wear,set(['wear'])
key,"set(['device', 'warmer', 'stand', 'key'])"
others,set(['others'])
represented,set(['represented'])
article,set([u'article'])
come,set(['come'])
teacher,set([u'teacher'])
change,set([u'change'])
kitchen,set(['kitchen'])
outing,set([u'outing'])
tablet,set([u'tablet'])
restaurant,set(['restaurant'])
receive,set(['receive'])
