dataset,method,timeSlice,GT_predict,new_TRUE
Be the bad guy.,word2vec_0.90,2,80,66.66666667
Be the bad guy.,word2vec_0.90,3,75,50
Be the bad guy.,word2vec_0.90,4,71.42857143,50
Be the bad guy.,word2vec_0.90,5,68.75,50
Be the bad guy.,word2vec_0.90,6,66.66666667,50
Be the bad guy.,word2vec_0.90,7,66.66666667,66.66666667
Can you convince someone else to help you?,word2vec_0.20,1,9.090909091,36.36363636
Can you convince someone else to help you?,word2vec_0.20,2,11.76470588,33.33333333
Can you convince someone else to help you?,word2vec_0.20,3,20.83333333,42.85714286
Can you convince someone else to help you?,word2vec_0.20,4,20.68965517,20
Can you convince someone else to help you?,word2vec_0.20,5,18.75,0
Can you convince someone else to help you?,word2vec_0.20,6,14.28571429,0
Can you convince someone else to help you?,word2vec_0.30,1,36.36363636,54.54545455
Can you convince someone else to help you?,word2vec_0.30,2,29.41176471,33.33333333
Can you convince someone else to help you?,word2vec_0.30,3,37.5,57.14285714
Can you convince someone else to help you?,word2vec_0.30,4,34.48275862,20
Can you convince someone else to help you?,word2vec_0.30,5,31.25,0
Can you convince someone else to help you?,word2vec_0.30,6,25.71428571,0
Can you convince someone else to help you?,word2vec_0.40,1,45.45454545,63.63636364
Can you convince someone else to help you?,word2vec_0.40,2,35.29411765,33.33333333
Can you convince someone else to help you?,word2vec_0.40,3,37.5,57.14285714
Can you convince someone else to help you?,word2vec_0.40,4,34.48275862,40
Can you convince someone else to help you?,word2vec_0.40,5,31.25,0
Can you convince someone else to help you?,word2vec_0.40,6,28.57142857,0
Can you convince someone else to help you?,word2vec_0.50,1,45.45454545,63.63636364
Can you convince someone else to help you?,word2vec_0.50,2,41.17647059,50
Can you convince someone else to help you?,word2vec_0.50,3,54.16666667,85.71428571
Can you convince someone else to help you?,word2vec_0.50,4,55.17241379,60
Can you convince someone else to help you?,word2vec_0.50,5,46.875,0
Can you convince someone else to help you?,word2vec_0.50,6,45.71428571,33.33333333
Can you convince someone else to help you?,word2vec_0.60,1,45.45454545,63.63636364
Can you convince someone else to help you?,word2vec_0.60,2,52.94117647,66.66666667
Can you convince someone else to help you?,word2vec_0.60,3,66.66666667,100
Can you convince someone else to help you?,word2vec_0.60,4,65.51724138,60
Can you convince someone else to help you?,word2vec_0.60,5,56.25,0
Can you convince someone else to help you?,word2vec_0.60,6,54.28571429,33.33333333
Can you convince someone else to help you?,word2vec_0.70,1,54.54545455,72.72727273
Can you convince someone else to help you?,word2vec_0.70,2,58.82352941,66.66666667
Can you convince someone else to help you?,word2vec_0.70,3,70.83333333,100
Can you convince someone else to help you?,word2vec_0.70,4,72.4137931,80
Can you convince someone else to help you?,word2vec_0.70,5,65.625,33.33333333
Can you convince someone else to help you?,word2vec_0.70,6,60,33.33333333
Can you convince someone else to help you?,word2vec_0.80,1,63.63636364,81.81818182
Can you convince someone else to help you?,word2vec_0.80,2,64.70588235,66.66666667
Can you convince someone else to help you?,word2vec_0.80,3,75,100
Can you convince someone else to help you?,word2vec_0.80,4,75.86206897,80
Can you convince someone else to help you?,word2vec_0.80,5,68.75,33.33333333
Can you convince someone else to help you?,word2vec_0.80,6,68.57142857,66.66666667
Can you convince someone else to help you?,word2vec_0.90,1,63.63636364,81.81818182
Can you convince someone else to help you?,word2vec_0.90,2,64.70588235,66.66666667
Can you convince someone else to help you?,word2vec_0.90,3,75,100
Can you convince someone else to help you?,word2vec_0.90,4,75.86206897,80
Can you convince someone else to help you?,word2vec_0.90,5,68.75,33.33333333
Can you convince someone else to help you?,word2vec_0.90,6,68.57142857,66.66666667
Can you guess their name based on their style or appearance?,word2vec_0.20,1,50,75
Can you guess their name based on their style or appearance?,word2vec_0.30,1,50,75
Can you guess their name based on their style or appearance?,word2vec_0.40,1,100,100
Can you guess their name based on their style or appearance?,word2vec_0.50,1,100,100
Can you guess their name based on their style or appearance?,word2vec_0.60,1,100,100
Can you guess their name based on their style or appearance?,word2vec_0.70,1,100,100
Can you guess their name based on their style or appearance?,word2vec_0.80,1,100,100
Can you guess their name based on their style or appearance?,word2vec_0.90,1,100,100
Can you trick them into writing their name?,word2vec_0.20,1,14.28571429,42.85714286
Can you trick them into writing their name?,word2vec_0.20,2,15.78947368,25
Can you trick them into writing their name?,word2vec_0.20,3,12.12121212,14.28571429
Can you trick them into writing their name?,word2vec_0.20,4,12.82051282,16.66666667
Can you trick them into writing their name?,word2vec_0.20,5,10.41666667,11.11111111
Can you trick them into writing their name?,word2vec_0.20,6,7.272727273,0
Can you trick them into writing their name?,word2vec_0.20,7,6.896551724,0
Can you trick them into writing their name?,word2vec_0.20,8,6.451612903,0
Can you trick them into writing their name?,word2vec_0.20,9,5.882352941,0
Can you trick them into writing their name?,word2vec_0.20,10,7.042253521,33.33333333
Can you trick them into writing their name?,word2vec_0.20,11,6.666666667,0
Can you trick them into writing their name?,word2vec_0.30,1,71.42857143,85.71428571
Can you trick them into writing their name?,word2vec_0.30,2,31.57894737,33.33333333
Can you trick them into writing their name?,word2vec_0.30,3,27.27272727,28.57142857
Can you trick them into writing their name?,word2vec_0.30,4,23.07692308,16.66666667
Can you trick them into writing their name?,word2vec_0.30,5,18.75,11.11111111
Can you trick them into writing their name?,word2vec_0.30,6,18.18181818,28.57142857
Can you trick them into writing their name?,word2vec_0.30,7,18.96551724,33.33333333
Can you trick them into writing their name?,word2vec_0.30,8,16.12903226,0
Can you trick them into writing their name?,word2vec_0.30,9,14.70588235,0
Can you trick them into writing their name?,word2vec_0.30,10,15.49295775,33.33333333
Can you trick them into writing their name?,word2vec_0.30,11,13.33333333,0
Can you trick them into writing their name?,word2vec_0.40,1,71.42857143,85.71428571
Can you trick them into writing their name?,word2vec_0.40,2,63.15789474,75
Can you trick them into writing their name?,word2vec_0.40,3,45.45454545,28.57142857
Can you trick them into writing their name?,word2vec_0.40,4,35.8974359,16.66666667
Can you trick them into writing their name?,word2vec_0.40,5,27.08333333,11.11111111
Can you trick them into writing their name?,word2vec_0.40,6,21.81818182,14.28571429
Can you trick them into writing their name?,word2vec_0.40,7,18.96551724,0
Can you trick them into writing their name?,word2vec_0.40,8,16.12903226,0
Can you trick them into writing their name?,word2vec_0.40,9,13.23529412,0
Can you trick them into writing their name?,word2vec_0.40,10,15.49295775,66.66666667
Can you trick them into writing their name?,word2vec_0.40,11,16,25
Can you trick them into writing their name?,word2vec_0.50,1,100,100
Can you trick them into writing their name?,word2vec_0.50,2,78.94736842,83.33333333
Can you trick them into writing their name?,word2vec_0.50,3,54.54545455,35.71428571
Can you trick them into writing their name?,word2vec_0.50,4,41.02564103,16.66666667
Can you trick them into writing their name?,word2vec_0.50,5,33.33333333,22.22222222
Can you trick them into writing their name?,word2vec_0.50,6,29.09090909,28.57142857
Can you trick them into writing their name?,word2vec_0.50,7,29.31034483,33.33333333
Can you trick them into writing their name?,word2vec_0.50,8,30.64516129,50
Can you trick them into writing their name?,word2vec_0.50,9,26.47058824,0
Can you trick them into writing their name?,word2vec_0.50,10,28.16901408,66.66666667
Can you trick them into writing their name?,word2vec_0.50,11,28,25
Can you trick them into writing their name?,word2vec_0.60,1,100,100
Can you trick them into writing their name?,word2vec_0.60,2,89.47368421,91.66666667
Can you trick them into writing their name?,word2vec_0.60,3,66.66666667,64.28571429
Can you trick them into writing their name?,word2vec_0.60,4,53.84615385,33.33333333
Can you trick them into writing their name?,word2vec_0.60,5,41.66666667,22.22222222
Can you trick them into writing their name?,word2vec_0.60,6,36.36363636,28.57142857
Can you trick them into writing their name?,word2vec_0.60,7,36.20689655,33.33333333
Can you trick them into writing their name?,word2vec_0.60,8,37.09677419,50
Can you trick them into writing their name?,word2vec_0.60,9,35.29411765,33.33333333
Can you trick them into writing their name?,word2vec_0.60,10,36.61971831,66.66666667
Can you trick them into writing their name?,word2vec_0.60,11,36,25
Can you trick them into writing their name?,word2vec_0.70,1,100,100
Can you trick them into writing their name?,word2vec_0.70,2,89.47368421,91.66666667
Can you trick them into writing their name?,word2vec_0.70,3,69.6969697,71.42857143
Can you trick them into writing their name?,word2vec_0.70,4,56.41025641,33.33333333
Can you trick them into writing their name?,word2vec_0.70,5,50,44.44444444
Can you trick them into writing their name?,word2vec_0.70,6,43.63636364,28.57142857
Can you trick them into writing their name?,word2vec_0.70,7,41.37931034,33.33333333
Can you trick them into writing their name?,word2vec_0.70,8,41.93548387,50
Can you trick them into writing their name?,word2vec_0.70,9,41.17647059,50
Can you trick them into writing their name?,word2vec_0.70,10,42.25352113,66.66666667
Can you trick them into writing their name?,word2vec_0.70,11,41.33333333,25
Can you trick them into writing their name?,word2vec_0.80,1,100,100
Can you trick them into writing their name?,word2vec_0.80,2,89.47368421,91.66666667
Can you trick them into writing their name?,word2vec_0.80,3,81.81818182,85.71428571
Can you trick them into writing their name?,word2vec_0.80,4,64.1025641,33.33333333
Can you trick them into writing their name?,word2vec_0.80,5,54.16666667,44.44444444
Can you trick them into writing their name?,word2vec_0.80,6,47.27272727,28.57142857
Can you trick them into writing their name?,word2vec_0.80,7,44.82758621,33.33333333
Can you trick them into writing their name?,word2vec_0.80,8,45.16129032,50
Can you trick them into writing their name?,word2vec_0.80,9,44.11764706,50
Can you trick them into writing their name?,word2vec_0.80,10,45.07042254,66.66666667
Can you trick them into writing their name?,word2vec_0.80,11,44,25
Can you trick them into writing their name?,word2vec_0.90,1,100,100
Can you trick them into writing their name?,word2vec_0.90,2,100,100
Can you trick them into writing their name?,word2vec_0.90,3,87.87878788,85.71428571
Can you trick them into writing their name?,word2vec_0.90,4,79.48717949,66.66666667
Can you trick them into writing their name?,word2vec_0.90,5,66.66666667,44.44444444
Can you trick them into writing their name?,word2vec_0.90,6,56.36363636,28.57142857
Can you trick them into writing their name?,word2vec_0.90,7,53.44827586,33.33333333
Can you trick them into writing their name?,word2vec_0.90,8,53.22580645,50
Can you trick them into writing their name?,word2vec_0.90,9,51.47058824,50
Can you trick them into writing their name?,word2vec_0.90,10,52.11267606,66.66666667
Can you trick them into writing their name?,word2vec_0.90,11,50.66666667,25
Can you use your phone?,word2vec_0.20,1,0,28.57142857
Can you use your phone?,word2vec_0.20,2,9.090909091,25
Can you use your phone?,word2vec_0.20,3,8.333333333,0
Can you use your phone?,word2vec_0.20,4,11.53846154,50
Can you use your phone?,word2vec_0.20,5,17.24137931,66.66666667
Can you use your phone?,word2vec_0.20,6,16.12903226,0
Can you use your phone?,word2vec_0.20,7,15.15151515,0
Can you use your phone?,word2vec_0.30,1,14.28571429,42.85714286
Can you use your phone?,word2vec_0.30,2,22.72727273,37.5
Can you use your phone?,word2vec_0.30,3,20.83333333,0
Can you use your phone?,word2vec_0.30,4,23.07692308,50
Can you use your phone?,word2vec_0.30,5,27.5862069,66.66666667
Can you use your phone?,word2vec_0.30,6,29.03225806,50
Can you use your phone?,word2vec_0.30,7,24.24242424,0
Can you use your phone?,word2vec_0.40,1,42.85714286,64.28571429
Can you use your phone?,word2vec_0.40,2,45.45454545,62.5
Can you use your phone?,word2vec_0.40,3,45.83333333,50
Can you use your phone?,word2vec_0.40,4,46.15384615,50
Can you use your phone?,word2vec_0.40,5,48.27586207,66.66666667
Can you use your phone?,word2vec_0.40,6,45.16129032,0
Can you use your phone?,word2vec_0.40,7,39.39393939,0
Can you use your phone?,word2vec_0.50,1,71.42857143,85.71428571
Can you use your phone?,word2vec_0.50,2,72.72727273,75
Can you use your phone?,word2vec_0.50,3,70.83333333,50
Can you use your phone?,word2vec_0.50,4,69.23076923,50
Can you use your phone?,word2vec_0.50,5,68.96551724,66.66666667
Can you use your phone?,word2vec_0.50,6,67.74193548,50
Can you use your phone?,word2vec_0.50,7,63.63636364,50
Can you use your phone?,word2vec_0.60,1,71.42857143,85.71428571
Can you use your phone?,word2vec_0.60,2,72.72727273,75
Can you use your phone?,word2vec_0.60,3,70.83333333,50
Can you use your phone?,word2vec_0.60,4,69.23076923,50
Can you use your phone?,word2vec_0.60,5,68.96551724,66.66666667
Can you use your phone?,word2vec_0.60,6,67.74193548,50
Can you use your phone?,word2vec_0.60,7,63.63636364,50
Can you use your phone?,word2vec_0.70,1,85.71428571,92.85714286
Can you use your phone?,word2vec_0.70,2,77.27272727,75
Can you use your phone?,word2vec_0.70,3,75,50
Can you use your phone?,word2vec_0.70,4,73.07692308,50
Can you use your phone?,word2vec_0.70,5,72.4137931,66.66666667
Can you use your phone?,word2vec_0.70,6,70.96774194,50
Can you use your phone?,word2vec_0.70,7,72.72727273,100
Can you use your phone?,word2vec_0.80,1,85.71428571,92.85714286
Can you use your phone?,word2vec_0.80,2,77.27272727,75
Can you use your phone?,word2vec_0.80,3,75,50
Can you use your phone?,word2vec_0.80,4,73.07692308,50
Can you use your phone?,word2vec_0.80,5,72.4137931,66.66666667
Can you use your phone?,word2vec_0.80,6,70.96774194,50
Can you use your phone?,word2vec_0.80,7,72.72727273,100
Can you use your phone?,word2vec_0.90,1,85.71428571,92.85714286
Can you use your phone?,word2vec_0.90,2,77.27272727,75
Can you use your phone?,word2vec_0.90,3,75,50
Can you use your phone?,word2vec_0.90,4,73.07692308,50
Can you use your phone?,word2vec_0.90,5,72.4137931,66.66666667
Can you use your phone?,word2vec_0.90,6,70.96774194,50
Can you use your phone?,word2vec_0.90,7,72.72727273,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.20,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.30,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.40,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.50,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.60,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.70,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.80,1,100,100
"Do you have a mutual friend there you can ask, while away?",word2vec_0.90,1,100,100
Do you have any other friends in common you could bring up?,word2vec_0.20,1,0,18.18181818
Do you have any other friends in common you could bring up?,word2vec_0.20,2,0,0
Do you have any other friends in common you could bring up?,word2vec_0.20,3,15.78947368,75
Do you have any other friends in common you could bring up?,word2vec_0.30,1,0,27.27272727
Do you have any other friends in common you could bring up?,word2vec_0.30,2,6.666666667,25
Do you have any other friends in common you could bring up?,word2vec_0.30,3,21.05263158,75
Do you have any other friends in common you could bring up?,word2vec_0.40,1,9.090909091,45.45454545
Do you have any other friends in common you could bring up?,word2vec_0.40,2,20,50
Do you have any other friends in common you could bring up?,word2vec_0.40,3,31.57894737,75
Do you have any other friends in common you could bring up?,word2vec_0.50,1,45.45454545,72.72727273
Do you have any other friends in common you could bring up?,word2vec_0.50,2,46.66666667,50
Do you have any other friends in common you could bring up?,word2vec_0.50,3,52.63157895,75
Do you have any other friends in common you could bring up?,word2vec_0.60,1,63.63636364,81.81818182
Do you have any other friends in common you could bring up?,word2vec_0.60,2,60,75
Do you have any other friends in common you could bring up?,word2vec_0.60,3,63.15789474,75
Do you have any other friends in common you could bring up?,word2vec_0.70,1,81.81818182,90.90909091
Do you have any other friends in common you could bring up?,word2vec_0.70,2,86.66666667,100
Do you have any other friends in common you could bring up?,word2vec_0.70,3,78.94736842,75
Do you have any other friends in common you could bring up?,word2vec_0.80,1,81.81818182,90.90909091
Do you have any other friends in common you could bring up?,word2vec_0.80,2,86.66666667,100
Do you have any other friends in common you could bring up?,word2vec_0.80,3,78.94736842,75
Do you have any other friends in common you could bring up?,word2vec_0.90,1,81.81818182,90.90909091
Do you have any other friends in common you could bring up?,word2vec_0.90,2,86.66666667,100
Do you have any other friends in common you could bring up?,word2vec_0.90,3,78.94736842,75
Do you know any games or songs that might prompt them?,word2vec_0.20,1,0,25
Do you know any games or songs that might prompt them?,word2vec_0.20,2,0,0
Do you know any games or songs that might prompt them?,word2vec_0.20,3,6.666666667,25
Do you know any games or songs that might prompt them?,word2vec_0.20,4,8,20
Do you know any games or songs that might prompt them?,word2vec_0.30,1,37.5,50
Do you know any games or songs that might prompt them?,word2vec_0.30,2,27.27272727,33.33333333
Do you know any games or songs that might prompt them?,word2vec_0.30,3,33.33333333,50
Do you know any games or songs that might prompt them?,word2vec_0.30,4,28,30
Do you know any games or songs that might prompt them?,word2vec_0.40,1,37.5,62.5
Do you know any games or songs that might prompt them?,word2vec_0.40,2,27.27272727,33.33333333
Do you know any games or songs that might prompt them?,word2vec_0.40,3,33.33333333,50
Do you know any games or songs that might prompt them?,word2vec_0.40,4,44,60
Do you know any games or songs that might prompt them?,word2vec_0.50,1,37.5,62.5
Do you know any games or songs that might prompt them?,word2vec_0.50,2,45.45454545,66.66666667
Do you know any games or songs that might prompt them?,word2vec_0.50,3,53.33333333,75
Do you know any games or songs that might prompt them?,word2vec_0.50,4,56,70
Do you know any games or songs that might prompt them?,word2vec_0.60,1,50,75
Do you know any games or songs that might prompt them?,word2vec_0.60,2,54.54545455,66.66666667
Do you know any games or songs that might prompt them?,word2vec_0.60,3,60,75
Do you know any games or songs that might prompt them?,word2vec_0.60,4,64,80
Do you know any games or songs that might prompt them?,word2vec_0.70,1,75,87.5
Do you know any games or songs that might prompt them?,word2vec_0.70,2,63.63636364,66.66666667
Do you know any games or songs that might prompt them?,word2vec_0.70,3,66.66666667,75
Do you know any games or songs that might prompt them?,word2vec_0.70,4,64,80
Do you know any games or songs that might prompt them?,word2vec_0.80,1,100,100
Do you know any games or songs that might prompt them?,word2vec_0.80,2,81.81818182,66.66666667
Do you know any games or songs that might prompt them?,word2vec_0.80,3,80,75
Do you know any games or songs that might prompt them?,word2vec_0.80,4,80,90
Do you know any games or songs that might prompt them?,word2vec_0.90,1,100,100
Do you know any games or songs that might prompt them?,word2vec_0.90,2,81.81818182,66.66666667
Do you know any games or songs that might prompt them?,word2vec_0.90,3,80,75
Do you know any games or songs that might prompt them?,word2vec_0.90,4,80,90
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,1,4.347826087,26.08695652
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,2,3.225806452,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,3,3.03030303,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,4,2.857142857,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,5,2.631578947,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,6,5,50
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.20,7,4.166666667,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,1,17.39130435,39.13043478
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,2,16.12903226,12.5
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,3,15.15151515,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,4,14.28571429,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,5,13.15789474,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,6,17.5,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.30,7,12.5,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,1,34.7826087,56.52173913
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,2,32.25806452,25
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,3,33.33333333,50
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,4,28.57142857,0
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,5,28.94736842,33.33333333
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,6,32.5,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.40,7,31.25,25
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,1,65.2173913,82.60869565
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,2,61.29032258,50
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,3,57.57575758,50
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,4,60,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,5,57.89473684,33.33333333
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,6,60,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.50,7,52.08333333,37.5
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,1,82.60869565,91.30434783
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,2,77.41935484,75
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,3,78.78787879,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,4,80,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,5,73.68421053,33.33333333
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,6,75,100
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.60,7,66.66666667,50
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.70,1,82.60869565,91.30434783
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.70,2,77.41935484,75
Do you think giving an example of instances where someone said your name wrong/right would help?,word2vec_0.70,3,78.78787879,100
